Gene,TBI Acute vs AControl Log2 fold change,TBI Subacute vs SControl Log2 fold change,TBI Chronic vs CControl Log2 fold change,TBI  Acute Avg,TBI  Subacute Avg,TBI Chronic Avg,Acute pval,Subacute pval,Chronic pval
AC134564.1,,,,0.0,0.0,0.0,,,
AC134564.2,,,,0.0,0.0,0.0,,,
AC175120.1,,,,0.0,0.0,0.0,,,
AC168060.2,,,,0.0,0.0,0.0,,,
AC147107.1,,,,0.0,0.0,0.0,,,
AC192547.1,,,,0.0,0.0,0.0,,,
CR387995.1,,,,0.0,0.0,0.0,,,
CR387995.2,,,,0.0,0.0,0.0,,,
AC147261.1,,,,0.0,0.0,0.0,,,
AC087559.4,,,,0.0,0.0,0.0,,,
AC087559.5,,,,0.0,0.0,0.0,,,
AC147716.1,,,,0.0,0.0,0.0,,,
AC087559.6,,,,0.0,0.0,0.0,,,
AC147261.2,,,,0.0,0.0,0.0,,,
AC087559.7,,,,0.0,0.0,0.0,,,
AC087559.8,,,,0.0,0.0,0.0,,,
AC087559.9,,,,0.0,0.0,0.0,,,
AC146633.1,,,,0.0,0.0,0.0,,,
AC087559.10,,,,0.0,0.0,0.0,,,
AC145588.1,,,,0.0,0.0,0.0,,,
AC135805.1,,,,0.0,0.0,0.0,,,
AC087559.11,,,,0.0,0.0,0.0,,,
AC147998.1,,,,0.0,0.0,0.0,,,
AC181981.1,,,,0.0,0.0,0.0,,,
AC125149.2,,,,0.0,0.0,0.0,,,
AC140205.3,,,,0.0,0.0,0.0,,,
AC125149.3,,,,0.0,0.0,0.0,,,
AC125149.4,,,,0.0,0.0,0.0,,,
AC175384.1,,,,0.0,0.0,0.0,,,
AC130833.1,,,,0.0,0.0,0.0,,,
AC125149.5,,,,0.0,0.0,0.0,,,
AC125149.6,,,,0.0,0.0,0.0,,,
AC177798.1,,,,0.0,0.0,0.0,,,
AC125149.7,,,,0.0,0.0,0.0,,,
AC175033.1,,,,0.0,0.0,0.0,,,
AC145569.1,,,,0.0,0.0,0.0,,,
AC145608.1,,,,0.0,0.0,0.0,,,
AC168977.1,,,,0.0,0.0,0.0,,,
AC132273.1,,,,0.0,0.0,0.0,,,
AC147249.1,,,,0.0,0.0,0.0,,,
AC181978.1,,,,0.0,0.0,0.0,,,
AC175492.1,,,,0.0,0.0,0.0,,,
AC182485.1,,,,0.0,0.0,0.0,,,
AC190194.1,,,,0.0,0.0,0.0,,,
Hmgcs1,,,,0.0,0.0,0.0,,,
AC175493.1,,,,0.0,0.0,0.0,,,
E130304F04Rik,,,,0.0,0.0,0.0,,,
Tmlhe,,,,0.0,0.0,0.0,,,
AC147255.1,,,,0.0,0.0,0.0,,,
AC188954.1,,,,0.0,0.0,0.0,,,
AC144647.1,,,,0.0,0.0,0.0,,,
Zfp131,,,,0.0,0.0,0.0,,,
Spag11a,,,,0.0,0.0,0.0,,,
Gm15093,,,,0.0,0.0,0.0,,,
Xlr4a,,,-1.096,0.0,0.0,0.0,0.0845979493289372,0.495025346059711,0.7887799817897357
Amy2a2,,,,0.0,0.0,0.0,,,
Klra4,,,0.471,0.0,0.0,0.0,,,0.7887799817897357
Klra1,,,,0.0,0.0,0.0,,,
Gm13275,,,,0.0,0.0,0.0,,,
Gm13271,,,,0.0,0.0,0.0,0.2855909406452012,,
Gm4984,0.176,-3.108,-0.384,0.1,0.0,0.2,0.7894473803217548,0.33959903791278995,0.8588205736427661
Olfr22-ps1,,,,0.0,0.0,0.0,,,
Gm12106,,,,0.0,0.0,0.0,,,
Gm12772,,,,0.0,0.0,0.0,,,
Gm12775,,,,0.0,0.0,0.0,,,
Gm15846,0.017,0.109,0.27,0.2,0.3,0.3,0.6729444167196179,0.8981682671940694,0.7887799817897359
Gm16073,-1.452,-1.287,0.696,0.1,0.0,0.2,0.20311066372005512,0.495025346059711,0.5367166448164783
Gm12643,-0.095,0.911,0.084,0.1,0.1,0.1,0.5761317257177404,0.72437748611315,0.9999999999999999
Gm7146,,,,0.0,0.0,0.0,,,
Gm14058,-1.154,,,0.0,0.0,0.0,0.2855909406452012,,
Gm11970,,,,0.0,0.0,0.0,0.2855909406452012,0.49502534605971116,0.49502534605971116
Gm11799,,,,0.0,0.0,0.0,,,
Gm12947,,,,0.0,0.0,0.0,,,
Gm15108,,,,0.0,0.0,0.0,,,
Gm14864,,,,0.0,0.0,0.0,,,
Gm12378,,,,0.0,0.0,0.0,,,
Gm11175,,,,0.0,0.0,0.0,,,
Gm11864,,,,0.0,0.0,0.0,,,
Gm41,,,,0.0,0.0,0.0,,,
Gm15125,,,,0.0,0.0,0.0,,,
Gm14757,,,,0.0,0.0,0.0,,,
Gm9427,,,,0.0,0.0,0.0,,,
Hist1h2aj,,,,0.0,0.0,0.0,,,
Gm15583,1.686,0.629,0.423,0.2,0.0,0.1,0.5761317257177403,0.49502534605971116,0.7887799817897359
Fam119b,0.876,0.181,-0.519,0.3,0.2,0.2,0.4218271681183221,0.7887799817897362,0.6924712093359602
Gm17516,,,,0.0,0.0,0.0,,,
Gm12838,,,,0.0,0.0,0.0,,,
Gm12260,1.498,,-1.653,0.1,0.0,0.0,0.285590940645201,0.49502534605971116,0.21910203741704776
Gm14777,,,,0.0,0.0,0.0,,,
Gm14385,,,,0.0,0.0,0.0,,,
Tpm3-rs2,,,,0.0,0.0,0.0,,,
Gm11678,,,,0.0,0.0,0.0,,,
Gm14448,,,,0.0,0.0,0.0,,,
Gm14756,,,,0.0,0.0,0.0,,,
Gm15526,-0.759,0.301,0.017,0.3,0.4,0.9,0.04206056260542236,0.45334085512245587,0.766255208111386
Gm11486,,,,0.0,0.0,0.0,,,
Gm13768,,,,0.0,0.0,0.0,,,
Gm13343,-0.9,,-0.621,0.0,0.0,0.0,,0.495025346059711,
Gm6269,,,,0.0,0.0,0.0,,,
Gm16400,,,,0.0,0.0,0.0,,,
Gm15380,,,,0.0,0.0,0.0,,,0.27222840122441616
Gm14772,,,,0.0,0.0,0.0,,,
Gm14806,,,,0.0,0.0,0.0,,,
Gm14807,,,,0.0,0.0,0.0,,,
Gm14350,,,,0.0,0.0,0.0,,,
Gm14354,,,,0.0,0.0,0.0,,,
Gm12419,-1.327,,-1.448,0.0,0.0,0.0,0.8456711339658728,0.495025346059711,0.27222840122441616
Vmn2r-ps94,,,,0.0,0.0,0.0,,,
Gm14644,,,,0.0,0.0,0.0,,,
AC107756.1,,,,0.0,0.0,0.0,,,
AC140486.1,,,,0.0,0.0,0.0,,,
Mir1298,,,,0.0,0.0,0.0,,,
AL772216.4,,,,0.0,0.0,0.0,,,
AC159266.1,-0.083,,,0.0,0.0,0.0,0.2855909406452012,,
SNORD93,1.181,-2.171,1.726,0.1,0.0,0.2,0.5761317257177403,0.7887799817897357,0.6683968370871737
AC153902.1,,-0.145,,0.0,0.0,0.0,,0.7887799817897357,
AC161816.1,,,,0.0,0.0,0.0,,,
AC132367.1,,,,0.0,0.0,0.0,,,
AC164156.1,,,,0.0,0.0,0.0,,,
AC156572.1,,,,0.0,0.0,0.0,,,
AC152946.1,,,,0.0,0.0,0.0,,,
AC165441.1,,,,0.0,0.0,0.0,,,
AC159639.1,,,,0.0,0.0,0.0,,,
AC151974.1,,,,0.0,0.0,0.0,,,
AC111029.1,,,-0.712,0.0,0.0,0.0,,,
SNORD88,,,,0.0,0.0,0.0,,,
CT571271.1,,-3.187,,0.0,0.0,0.0,,0.27222840122441616,
AC148019.1,,,,0.0,0.1,0.0,,0.495025346059711,
Mir1247,,,,0.0,0.0,0.0,,,
U6atac,,,0.934,0.0,0.0,0.0,0.2855909406452012,0.495025346059711,0.49502534605971116
AL772167.1,,,,0.0,0.0,0.0,,,0.49502534605971116
AL805898.1,,,,0.0,0.0,0.0,,,
AL772216.5,,,,0.0,0.0,0.0,,,
AC136741.1,,,,0.0,0.0,0.0,,,
SNORA77,-0.365,0.684,-0.645,0.1,0.1,0.1,0.40767653251353475,0.9999999999999999,0.7243774861131498
AC171332.1,0.917,,,0.0,0.0,0.0,,,
AC162877.1,,,,0.0,0.0,0.0,,,
AC107456.1,,,,0.0,0.0,0.0,,,
SNORA42,0.642,,0.046,0.1,0.0,0.0,0.7209712020732304,,0.7887799817897357
Snord88a,-2.103,-0.788,0.869,0.0,0.0,0.0,0.285590940645201,0.7887799817897357,0.49502534605971116
AL845466.1,,,,0.0,0.0,0.0,,,
AC102435.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AC133085.1,,,,0.0,0.0,0.0,,,
AL772216.6,,,,0.0,0.0,0.0,,,
mmu-mir-1194,,,,0.0,0.0,0.0,,,
U6atac,-0.3,,-0.221,0.1,0.0,0.0,0.7209712020732304,0.49502534605971116,0.7887799817897359
AC165279.1,,,,0.0,0.0,0.0,,,
AL929371.1,2.526,-0.264,0.372,0.1,0.0,0.1,0.203110663720055,0.7887799817897357,0.495025346059711
AC191865.1,,,,0.0,0.0,0.0,,,
AC160543.1,-1.002,-0.371,0.481,0.0,0.0,0.0,0.35241319520191294,0.21910203741704776,
CT025603.1,,,,0.0,0.0,0.0,,,
AC135289.1,,,,0.0,0.0,0.0,,,
AC163659.1,,,,0.0,0.0,0.0,,,
AC173478.1,,,,0.0,0.0,0.0,,,
SNORA76,,,,0.0,0.0,0.0,,,
AL772216.7,,,,0.0,0.0,0.0,,,
AC160992.1,,,,0.0,0.0,0.0,,,
AC126690.1,,,,0.0,0.0,0.0,,,
AL772216.8,,,,0.0,0.0,0.0,,,
Mir1188,2.738,-0.651,,0.1,0.0,0.0,0.203110663720055,,
AC134455.1,,,,0.0,0.0,0.0,,,
AC121814.1,0.08,,1.057,0.0,0.0,0.1,0.8456711339658728,,0.5908012080539887
Mir467h,,,,0.0,0.0,0.0,,,
AC084287.1,0.167,0.223,0.909,0.1,0.0,0.1,0.20311066372005457,0.49502534605971116,0.272228401224416
Mir1193,,,,0.0,0.0,0.0,,,
AC111115.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AC167245.1,,,,0.0,0.0,0.0,,,
AL772258.1,0.041,,,0.0,0.0,0.0,,,0.495025346059711
AL646096.1,2.121,0.808,2.107,0.0,0.0,0.1,0.4365880610203816,0.49502534605971116,0.21910203741704776
AL772216.9,,,,0.0,0.0,0.0,,,
AL807401.1,,,,0.0,0.0,0.0,,,
U3,,,,0.0,0.0,0.0,,,
AL772216.10,,,,0.0,0.0,0.0,,,
BX649539.1,,,,0.0,0.0,0.0,,,
Mir466k,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AC125541.1,,,,0.0,0.0,0.0,,,
AL929540.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,0.4365880610203816,0.49502534605971116,0.49502534605971116
AL672141.1,,,,0.0,0.0,0.0,,,
CT010493.1,,,,0.0,0.0,0.0,,,
AC134443.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
mmu-mir-1194,,,,0.0,0.0,0.0,0.4365880610203816,,
Mir1249,,,,0.0,0.0,0.0,,,
AL772216.11,,,,0.0,0.0,0.0,,,
AC153147.1,,,,0.0,0.0,0.0,,,
AL772216.12,,,,0.0,0.0,0.0,,0.27222840122441616,
AC134855.1,,,,0.0,0.0,0.0,,,
AC087898.1,,,-0.539,0.0,0.0,0.0,,,
AC090648.1,,,,0.0,0.0,0.0,,,
AC159290.2,,,,0.0,0.0,0.0,,,
Mir1306,,,,0.0,0.0,0.0,,,
AC155262.1,-0.515,,0.011,0.0,0.0,0.0,0.285590940645201,,0.7887799817897357
CT010479.1,0.0,-0.693,-1.628,0.1,0.0,0.0,0.35241319520191294,0.49502534605971116,
Mir669g,1.116,,,0.0,0.0,0.0,0.4365880610203816,,
mmu-mir-1194,,,,0.0,0.0,0.0,,,
SNORA11,-0.545,,2.322,0.1,0.0,0.4,0.43658806102038167,0.495025346059711,0.36295834876730154
mmu-mir-1194,,,,0.0,0.0,0.0,,,
SNORD75,,,,0.0,0.0,0.0,,,
SNORD94,-0.37,,-0.01,0.1,0.0,0.1,0.7894473803217548,0.49502534605971116,0.7887799817897359
mmu-mir-669k,,,,0.0,0.0,0.0,,,
AL808131.1,,,,0.0,0.0,0.0,,,
Mir1195,,0.855,,0.0,0.0,0.0,0.06235241600215038,0.495025346059711,
AL928542.1,,,,0.0,0.0,0.0,,,
AL670236.1,,,-0.593,0.0,0.0,0.0,,,0.7887799817897357
AL772216.13,,,,0.0,0.0,0.0,,,
AC024607.1,,,,0.0,0.0,0.0,,,
AL670720.1,,,,0.0,0.0,0.0,,,
AL772216.14,,,,0.0,0.0,0.0,,,
AL772216.15,,,,0.0,0.0,0.0,,,
AC168060.3,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AC138200.1,,,,0.0,0.0,0.0,,,
AC111029.2,,,,0.0,0.0,0.0,,,
AC132270.1,,,,0.0,0.0,0.0,,,
AC129021.1,-1.044,,,0.0,0.0,0.0,0.2855909406452012,0.49502534605971116,
AL606479.1,,,,0.0,0.0,0.0,,,
AL772216.16,,,,0.0,0.0,0.0,,,
AL845174.1,,,,0.0,0.0,0.0,,,
AL772216.17,,,,0.0,0.0,0.0,,,
AC161265.1,,,,0.0,0.0,0.0,,,
AC120540.1,,,,0.0,0.0,0.0,,,
BX571729.1,,,,0.0,0.0,0.0,,,
U6atac,0.838,,,0.1,0.0,0.0,0.8090084953266751,0.27222840122441616,0.495025346059711
AL772216.18,,-2.734,,0.0,0.0,0.0,,0.27222840122441616,
AL929433.1,,,,0.0,0.0,0.0,,,
Snord88c,,,-0.033,0.0,0.0,0.0,,0.49502534605971116,0.7887799817897357
Mir669d-2,,,,0.0,0.0,0.0,,,
mmu-mir-1194,,,,0.0,0.0,0.0,,,
AC125040.1,-0.634,,,0.0,0.0,0.0,0.8456711339658728,,
AL663067.1,,,,0.0,0.0,0.0,,,
AC125028.1,,,,0.0,0.0,0.0,,,
AC115802.1,,,,0.0,0.0,0.0,,,
AC133514.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
SNORD111,0.774,-1.383,0.702,0.1,0.0,0.1,0.7209712020732304,0.27222840122441616,0.495025346059711
AC153564.1,,,,0.0,0.0,0.0,,,
AL772216.19,,,,0.0,0.0,0.0,,,
AC171241.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
Mir466j,,,,0.0,0.0,0.0,,,
AC160528.1,,,,0.0,0.0,0.0,,,
AC141471.1,,,,0.0,0.0,0.0,,,
mmu-mir-1194,1.661,1.585,,0.3,0.1,0.1,0.38440781489118736,0.21910203741704776,0.272228401224416
Mir1186,,,,0.0,0.0,0.0,,,
SNORA3,0.025,,,0.0,0.0,0.0,0.8456711339658728,,
AC160109.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
SNORA76,-0.615,,,0.0,0.1,0.1,0.285590940645201,0.49502534605971116,0.21910203741704776
AC156561.1,,,,0.0,0.0,0.0,,,
CPEB3_ribozyme,,,-0.539,0.0,0.0,0.0,,,0.7887799817897357
U6atac,,,,0.0,0.0,0.0,,,
AC129309.1,,,,0.0,0.0,0.0,,,
AL928581.1,-0.518,0.145,-0.022,0.3,0.1,0.3,0.40103775501337235,0.495025346059711,0.9305735584110657
AL772216.20,,,,0.0,0.0,0.0,,,
AC105256.1,,,,0.0,0.0,0.0,,,
AL772216.21,1.629,,,0.0,0.0,0.0,0.4365880610203816,,
AL772216.22,,,,0.0,0.0,0.0,,,
AC102572.1,,,,0.0,0.0,0.0,,,
Mir467g,,,,0.0,0.0,0.0,,,
CT010480.1,,,,0.0,0.0,0.0,,,
AL772216.23,-1.02,,-1.206,0.0,0.0,0.0,,,0.7887799817897357
AC133891.1,,,,0.0,0.0,0.0,,,
AC157561.1,,,,0.0,0.0,0.0,,,
AC191865.2,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AL772216.24,,,,0.0,0.0,0.0,,,
AC117577.1,,,-0.766,0.0,0.0,0.0,,,
AL772216.25,,,,0.0,0.0,0.0,,,
AC158909.1,-0.254,,-0.766,0.0,0.0,0.0,,,
Mir467f,0.941,1.246,0.746,0.2,0.1,0.1,0.6773801783493059,0.23944259863600284,0.23944259863600284
Mir466i,-0.236,-0.487,-0.354,0.2,0.2,0.2,0.36965767074679323,0.32612059789896747,0.4950253460597104
Mir1190,-2.397,,,0.0,0.0,0.0,0.2855909406452012,0.21910203741704776,0.49502534605971116
AC108410.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
Mir466f-4,,,,0.0,0.0,0.0,,,
SNORA11,-0.404,,,0.0,0.0,0.0,0.8456711339658728,,0.49502534605971116
AL929465.1,,,,0.0,0.0,0.0,,,
AC163028.1,,,,0.0,0.0,0.0,,,
Mir1187,,,,0.0,0.0,0.0,,,
AC131713.1,,,,0.0,0.0,0.0,0.4365880610203816,,0.49502534605971116
AC111132.1,,,,0.0,0.0,0.0,,,
AL590988.1,,,,0.0,0.0,0.0,,,
Mir669h,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AC161111.1,,,,0.0,0.0,0.0,,,
AL606976.1,0.006,,,0.0,0.0,0.0,,,0.49502534605971116
AL772216.26,,,,0.0,0.0,0.0,,,
AL772216.27,,,,0.0,0.0,0.0,,,
AL591376.1,,,,0.0,0.0,0.0,,,
AL929160.1,-0.224,0.396,-0.643,0.1,0.1,0.1,0.7209712020732304,0.7887799817897359,0.27222840122441616
AC138376.1,,,,0.0,0.0,0.0,,,
AL772216.28,,0.202,,0.0,0.0,0.0,,,
AC141438.1,,,,0.0,0.0,0.0,,,
SNORD23,,,,0.0,0.0,0.0,,,
AC158296.1,,,0.308,0.0,0.0,0.0,,,
Snord110,-0.462,-1.109,1.547,0.1,0.1,0.3,0.7506327175232669,0.23944259863600265,0.15403090300093614
Mir669j,,,,0.0,0.0,0.0,,,0.27222840122441616
AL772216.29,,,,0.0,0.0,0.0,,,
AC121604.1,,,,0.0,0.0,0.0,,,
AC102689.1,,,,0.0,0.0,0.0,,,
Snord99,,,,0.0,0.0,0.0,,,
U3,,,,0.0,0.0,0.0,,,
mmu-mir-1194,,,,0.0,0.0,0.0,,,
CAAA01098150.1.2208.1,,,,0.0,0.0,0.0,,,
SNORA11,-0.533,0.882,-0.671,0.2,0.2,0.2,0.2775605199635172,0.21910203741704792,0.590801208053989
AL772216.30,,,,0.0,0.0,0.0,0.4365880610203816,,
AC163659.2,,,,0.0,0.0,0.0,,,
AL772216.31,,-2.319,,0.0,0.0,0.0,,0.27222840122441616,
AL691457.1,,,,0.0,0.0,0.0,,,
AC098726.1,-1.634,,0.288,0.0,0.0,0.0,0.285590940645201,,0.495025346059711
AC109145.1,,-0.651,,0.0,0.0,0.0,,,
AC139348.1,,,,0.0,0.0,0.0,,,
AC161265.2,,,,0.0,0.0,0.0,,,
AC122490.1,,,,0.0,0.0,0.0,,,
AL772216.32,,,,0.0,0.0,0.0,,,
AL772216.33,,,,0.0,0.0,0.0,,,
Mir1198,0.635,1.87,-1.307,0.1,0.1,0.1,0.6773801783493056,0.21910203741704776,0.16967992890125827
AC131332.1,,,,0.0,0.0,0.0,,,
AL772216.34,,,,0.0,0.0,0.0,0.2855909406452012,,
AC119939.1,,,,0.0,0.0,0.0,,,
AC103351.1,,,,0.0,0.0,0.0,,,
Mir669k,,,,0.0,0.0,0.0,,,
Mir669e,,,,0.0,0.0,0.0,,,
Mir1196,,,,0.0,0.0,0.0,,,
AC155833.1,,,,0.0,0.0,0.0,,,
Mir669i,,,,0.0,0.0,0.0,,,
AL844480.1,,,,0.0,0.0,0.0,,,
AC132253.2,,,,0.0,0.0,0.0,,,
AC108410.2,,,,0.0,0.0,0.0,,,
AC101970.1,,,,0.0,0.0,0.0,,,
AL772302.1,,,,0.0,0.0,0.0,,,
U3,-0.994,,,0.0,0.0,0.0,0.285590940645201,,0.49502534605971116
Mir1199,,,,0.0,0.0,0.0,,,
AC123619.1,,,,0.0,0.0,0.0,,,
AC122402.1,,,,0.0,0.0,0.0,,,
Mir1224,,,,0.0,0.0,0.0,,,
AC138299.1,,,,0.0,0.0,0.0,,,
U6atac,,,,0.0,0.0,0.0,,,
AL772216.35,,,,0.0,0.0,0.0,,,
AC161513.1,,,,0.0,0.0,0.0,,,
AC165239.1,,,,0.0,0.0,0.0,,,
AC112790.1,-0.042,1.083,0.874,0.1,0.1,0.2,0.8090084953266752,0.7887799817897359,0.5993186840056495
AC161049.1,,,,0.0,0.0,0.0,,,
AL627312.1,0.858,,0.075,0.1,0.0,0.1,0.8456711339658725,,0.7887799817897359
mmu-mir-1194,,,,0.0,0.0,0.0,,,
SNORD88,,,,0.0,0.0,0.0,,,
AL772216.36,,,,0.0,0.0,0.0,,,
AL772216.37,,,,0.0,0.0,0.0,,,
AL772216.38,,,,0.0,0.0,0.0,,,
Mir1197,,,,0.0,0.0,0.0,,,
SNORA79,,,,0.0,0.0,0.0,,,
Gm11621,,,,0.0,0.0,0.0,,,
Gm5394,,,,0.0,0.0,0.0,,,
Gm12825,,,,0.0,0.0,0.0,,,
Gm11299,,,,0.0,0.0,0.0,,,
Gm11333,,,,0.0,0.0,0.0,,,
Olfr1296-ps1,,,,0.0,0.0,0.0,,,
Gm15981,-0.113,-0.191,1.895,0.1,0.1,0.1,0.2855909406452012,0.35338746628869805,0.21910203741704776
Gm12340,,,,0.0,0.0,0.0,,0.495025346059711,
Gm7438,,,,0.0,0.0,0.0,,,
Gm13183,,,,0.0,0.0,0.0,,,
Gm6031,,,,0.0,0.0,0.0,,,
Gm15439,,,,0.0,0.0,0.0,,,
Gm12890,,,,0.0,0.0,0.0,,,
Gm13823,,,,0.0,0.0,0.0,,,
Gm14324,,,,0.0,0.0,0.0,,,
Gm8107,0.45,0.266,,0.0,0.0,0.0,0.8456711339658728,0.49502534605971116,
Gm11686,1.629,0.285,,0.0,0.0,0.0,0.4365880610203816,,
Hist3h2bb-ps,-2.77,0.249,-2.001,0.0,0.1,0.0,0.001879335264613598,0.7887799817897357,0.7887799817897357
Olfr1174-ps,,,,0.0,0.0,0.0,,,
Gm14602,,,,0.0,0.0,0.0,,,
B230307C23Rik,0.25,0.471,-0.605,0.4,0.2,0.2,0.9658621020547373,0.6683968370871738,0.6577951001753806
Gm8019,-1.144,,,0.0,0.0,0.0,0.2855909406452012,,
Gm15532,,0.266,,0.0,0.0,0.0,,0.49502534605971116,
Gm16077,,,,0.0,0.0,0.0,,,
Gm14944,,,,0.0,0.0,0.0,,,
Defa-ps7,,,,0.0,0.0,0.0,,,
Gm12564,0.766,1.064,2.753,0.2,0.1,0.2,0.9999999999999999,0.7887799817897359,0.04856685655980104
Gm6121,,,,0.0,0.0,0.0,,,
Gm15366,0.969,0.016,-1.402,0.1,0.1,0.0,0.7209712020732304,0.272228401224416,0.27222840122441616
Gm13616,,,,0.0,0.0,0.0,,,
Gm8084,,,,0.0,0.0,0.0,,,
Gm11313,,,,0.0,0.0,0.0,,,
Gm13222,,,,0.0,0.0,0.0,,,
Gm14867,,,,0.0,0.0,0.0,,,
Gm12006,,,,0.0,0.0,0.0,,,
Gm12075,,,,0.0,0.0,0.0,,,
Gm15617,,,,0.0,0.0,0.0,,,
Gm6982,,,,0.0,0.0,0.0,,,
Mup-ps22,,,,0.0,0.0,0.0,,,0.27222840122441616
Gm13795,,,,0.0,0.0,0.0,,,
Gm15013,-0.283,0.37,0.221,1.1,1.3,1.0,0.2616517662995256,0.22966385791753474,0.5849372151613506
Gm14035,,,,0.0,0.0,0.0,,,
Gm7150,,,-1.621,0.0,0.0,0.0,,,0.27222840122441616
Gm12710,,,,0.0,0.0,0.0,,,0.49502534605971116
Gm14016,,,,0.0,0.0,0.0,,,
Gm15661,,,,0.0,0.0,0.0,,,
Gm12134,,,,0.0,0.0,0.0,,,
Gm15553,,,,0.0,0.0,0.0,,,
Olfr634-ps1,,,,0.0,0.0,0.0,,,
Olfr1069-ps1,,,,0.0,0.0,0.0,,,
Rpl36-ps7,,,,0.0,0.0,0.0,,,
Gm15062,,,,0.0,0.0,0.0,,,
Gm12633,,,,0.0,0.0,0.0,,,
Gm15029,,,,0.0,0.0,0.0,,,
Gm5392,0.116,,0.344,0.0,0.0,0.0,0.8456711339658728,0.49502534605971116,0.7887799817897357
Gm15573,0.879,,0.341,0.2,0.1,0.1,0.6773801783493059,0.272228401224416,0.7887799817897357
Gm7571,,,,0.0,0.0,0.0,,,
Gm7386,,,,0.0,0.0,0.0,,,
Gm11879,,,,0.0,0.0,0.0,,,
Gm12341,2.121,1.349,,0.0,0.0,0.0,0.4365880610203816,0.49502534605971116,
Gm14606,,,,0.0,0.0,0.0,,,
Gm8908,,,,0.0,0.0,0.0,,,
Gm13593,,-1.204,,0.0,0.1,0.0,0.2855909406452012,0.495025346059711,
Gm15595,,,,0.0,0.0,0.0,0.4365880610203816,,
Gm12219,-0.341,-0.958,-0.033,0.2,0.1,0.4,0.35993865468538544,0.40195642649925784,0.9360442444358628
Gm11278,,,,0.0,0.0,0.0,,,
Gm11925,,,,0.0,0.0,0.0,,,
Gm12955,0.294,0.24,0.274,0.1,0.1,0.1,0.7209712020732304,0.7887799817897359,0.8702764936696337
Gm9143,,,,0.0,0.0,0.0,,0.27222840122441616,
Gm15365,0.236,,0.552,0.0,0.0,0.0,,,0.49502534605971116
Gm7199,,,,0.0,0.0,0.0,,,
Gm11252,-0.19,1.532,-4.165,0.2,0.3,0.0,0.4681568408321876,0.14822014621212784,0.027556463711438817
Olfr388-ps1,,,,0.0,0.0,0.0,,,
Gm13495,0.722,,,0.1,0.0,0.1,0.8456711339658728,,0.49502534605971116
Gm13765,,,,0.0,0.0,0.0,,,
Gm11591,,,,0.0,0.0,0.0,0.4365880610203816,,
Gm11320,,,,0.0,0.0,0.0,,,
Gm7638,3.691,-1.651,-3.447,0.1,0.0,0.0,0.203110663720055,0.495025346059711,0.0
Gm14367,,,,0.0,0.0,0.0,,,
Cbx3-ps3,0.006,,,0.0,0.0,0.0,,,
Gm11328,,,,0.0,0.0,0.0,,,
Gm6783,,,,0.0,0.0,0.0,,,
Gm9159,-0.863,-1.679,,0.1,0.0,0.0,0.43658806102038167,0.21910203741704776,
Gm15760,1.484,0.86,-1.938,0.3,0.1,0.1,0.4582223048214565,0.272228401224416,0.008466162065371733
Gm5135,,,,0.0,0.0,0.0,,,
Gm15166,,,-0.008,0.0,0.0,0.0,,0.495025346059711,0.7887799817897357
Gm11582,,,,0.0,0.0,0.0,,,
Gm13310,,,,0.0,0.0,0.0,0.4365880610203816,,
Gm13804,,,,0.0,0.0,0.0,,,
Gm12683,,,,0.0,0.0,0.0,,,
Gm11219,,,,0.0,0.0,0.0,,,
Gm13005,,,,0.0,0.0,0.0,,,
Gm13117,,,,0.0,0.0,0.0,0.4365880610203816,,
Gm12608,-3.083,0.871,-0.549,0.0,0.1,0.1,0.14381080871160368,0.49502534605971116,0.495025346059711
Olfr1273-ps,,,,0.0,0.0,0.0,,,
Gm11737,-0.318,0.4,0.162,0.4,0.4,0.6,0.29857045375503855,0.699959144394386,0.8702764936696341
Gm13526,,,,0.0,0.0,0.0,,,
Gm12314,,,,0.0,0.0,0.0,,,
Hmgb1-rs18,,,,0.0,0.0,0.0,,,
Gm12447,-1.51,,,0.0,0.0,0.0,0.2855909406452012,,
Gm13751,,,,0.0,0.0,0.0,,,
Gm2005,,,,0.0,0.0,0.0,,,
Gm13197,,,,0.0,0.0,0.0,0.4365880610203816,,
Gm14694,,,,0.0,0.0,0.0,,,
Gm11477,,,-1.042,0.0,0.0,0.0,0.2855909406452012,,0.7887799817897357
Gm14892,,,,0.0,0.0,0.0,,,
